Date,Day,Time,Pred(Ft),Pred(cm),High/Low,DateTime (UTC),Subordinate DateTime (Adjusted)
5/13/2022,Fri,7:27:00 AM,0.66,20,L,2022-05-13 07:27:00,2022-05-13 07:28:00
5/13/2022,Fri,1:37:00 PM,9.64,294,H,2022-05-13 13:37:00,2022-05-13 13:40:00
5/13/2022,Fri,7:46:00 PM,0.55,17,L,2022-05-13 19:46:00,2022-05-13 19:47:00
5/14/2022,Sat,1:58:00 AM,10.4,317,H,2022-05-14 01:58:00,2022-05-14 02:01:00
5/14/2022,Sat,8:17:00 AM,-0.04,-1,L,2022-05-14 08:17:00,2022-05-14 08:18:00
5/14/2022,Sat,2:26:00 PM,9.94,303,H,2022-05-14 14:26:00,2022-05-14 14:29:00
5/14/2022,Sat,8:33:00 PM,0.24,7,L,2022-05-14 20:33:00,2022-05-14 20:34:00
5/15/2022,Sun,2:42:00 AM,11.01,336,H,2022-05-15 02:42:00,2022-05-15 02:45:00
5/15/2022,Sun,9:05:00 AM,-0.67,-20,L,2022-05-15 09:05:00,2022-05-15 09:06:00
5/15/2022,Sun,3:14:00 PM,10.17,310,H,2022-05-15 15:14:00,2022-05-15 15:17:00
5/15/2022,Sun,9:19:00 PM,0.0,0,L,2022-05-15 21:19:00,2022-05-15 21:20:00
5/16/2022,Mon,3:27:00 AM,11.49,350,H,2022-05-16 03:27:00,2022-05-16 03:30:00
5/16/2022,Mon,9:54:00 AM,-1.14,-35,L,2022-05-16 09:54:00,2022-05-16 09:55:00
5/16/2022,Mon,4:03:00 PM,10.28,313,H,2022-05-16 16:03:00,2022-05-16 16:06:00
5/16/2022,Mon,10:06:00 PM,-0.11,-3,L,2022-05-16 22:06:00,2022-05-16 22:07:00
5/17/2022,Tue,4:14:00 AM,11.78,359,H,2022-05-17 04:14:00,2022-05-17 04:17:00
5/17/2022,Tue,10:43:00 AM,-1.38,-42,L,2022-05-17 10:43:00,2022-05-17 10:44:00
5/17/2022,Tue,4:54:00 PM,10.27,313,H,2022-05-17 16:54:00,2022-05-17 16:57:00
5/17/2022,Tue,10:55:00 PM,-0.09,-3,L,2022-05-17 22:55:00,2022-05-17 22:56:00
5/18/2022,Wed,5:04:00 AM,11.86,361,H,2022-05-18 05:04:00,2022-05-18 05:07:00
5/18/2022,Wed,11:34:00 AM,-1.4,-43,L,2022-05-18 11:34:00,2022-05-18 11:35:00
5/18/2022,Wed,5:47:00 PM,10.15,309,H,2022-05-18 17:47:00,2022-05-18 17:50:00
5/18/2022,Wed,11:46:00 PM,0.06,2,L,2022-05-18 23:46:00,2022-05-18 23:47:00
5/19/2022,Thu,5:57:00 AM,11.72,357,H,2022-05-19 05:57:00,2022-05-19 06:00:00
5/19/2022,Thu,12:27:00 PM,-1.2,-37,L,2022-05-19 12:27:00,2022-05-19 12:28:00
5/19/2022,Thu,6:42:00 PM,9.94,303,H,2022-05-19 18:42:00,2022-05-19 18:45:00
5/20/2022,Fri,12:40:00 AM,0.33,10,L,2022-05-20 00:40:00,2022-05-20 00:41:00
5/20/2022,Fri,6:52:00 AM,11.39,347,H,2022-05-20 06:52:00,2022-05-20 06:55:00
5/20/2022,Fri,1:22:00 PM,-0.84,-26,L,2022-05-20 13:22:00,2022-05-20 13:23:00
5/20/2022,Fri,7:40:00 PM,9.71,296,H,2022-05-20 19:40:00,2022-05-20 19:43:00
5/21/2022,Sat,1:37:00 AM,0.67,20,L,2022-05-21 01:37:00,2022-05-21 01:38:00
5/21/2022,Sat,7:51:00 AM,10.93,333,H,2022-05-21 07:51:00,2022-05-21 07:54:00
5/21/2022,Sat,2:21:00 PM,-0.4,-12,L,2022-05-21 14:21:00,2022-05-21 14:22:00
5/21/2022,Sat,8:41:00 PM,9.51,290,H,2022-05-21 20:41:00,2022-05-21 20:44:00
5/22/2022,Sun,2:39:00 AM,0.98,30,L,2022-05-22 02:39:00,2022-05-22 02:40:00
5/22/2022,Sun,8:54:00 AM,10.43,318,H,2022-05-22 08:54:00,2022-05-22 08:57:00
5/22/2022,Sun,3:22:00 PM,0.02,1,L,2022-05-22 15:22:00,2022-05-22 15:23:00
5/22/2022,Sun,9:46:00 PM,9.43,287,H,2022-05-22 21:46:00,2022-05-22 21:49:00
5/23/2022,Mon,3:45:00 AM,1.17,36,L,2022-05-23 03:45:00,2022-05-23 03:46:00
5/23/2022,Mon,10:01:00 AM,10.0,305,H,2022-05-23 10:01:00,2022-05-23 10:04:00
5/23/2022,Mon,4:24:00 PM,0.35,11,L,2022-05-23 16:24:00,2022-05-23 16:25:00
5/23/2022,Mon,10:49:00 PM,9.49,289,H,2022-05-23 22:49:00,2022-05-23 22:52:00
5/24/2022,Tue,4:50:00 AM,1.19,36,L,2022-05-24 04:50:00,2022-05-24 04:51:00
5/24/2022,Tue,11:07:00 AM,9.68,295,H,2022-05-24 11:07:00,2022-05-24 11:10:00
5/24/2022,Tue,5:24:00 PM,0.6,18,L,2022-05-24 17:24:00,2022-05-24 17:25:00
5/24/2022,Tue,11:50:00 PM,9.65,294,H,2022-05-24 23:50:00,2022-05-24 23:53:00
5/25/2022,Wed,5:55:00 AM,1.06,32,L,2022-05-25 05:55:00,2022-05-25 05:56:00
5/25/2022,Wed,12:12:00 PM,9.49,289,H,2022-05-25 12:12:00,2022-05-25 12:15:00
5/25/2022,Wed,6:22:00 PM,0.78,24,L,2022-05-25 18:22:00,2022-05-25 18:23:00
5/26/2022,Thu,12:47:00 AM,9.86,301,H,2022-05-26 00:47:00,2022-05-26 00:50:00
5/26/2022,Thu,6:57:00 AM,0.82,25,L,2022-05-26 06:57:00,2022-05-26 06:58:00
5/26/2022,Thu,1:13:00 PM,9.4,287,H,2022-05-26 13:13:00,2022-05-26 13:16:00
5/26/2022,Thu,7:16:00 PM,0.9,27,L,2022-05-26 19:16:00,2022-05-26 19:17:00
5/27/2022,Fri,1:38:00 AM,10.07,307,H,2022-05-27 01:38:00,2022-05-27 01:41:00
5/27/2022,Fri,7:53:00 AM,0.55,17,L,2022-05-27 07:53:00,2022-05-27 07:54:00
5/27/2022,Fri,2:07:00 PM,9.36,285,H,2022-05-27 14:07:00,2022-05-27 14:10:00
5/27/2022,Fri,8:04:00 PM,1.01,31,L,2022-05-27 20:04:00,2022-05-27 20:05:00
5/28/2022,Sat,2:22:00 AM,10.22,312,H,2022-05-28 02:22:00,2022-05-28 02:25:00
5/28/2022,Sat,8:41:00 AM,0.32,10,L,2022-05-28 08:41:00,2022-05-28 08:42:00
5/28/2022,Sat,2:55:00 PM,9.31,284,H,2022-05-28 14:55:00,2022-05-28 14:58:00
5/28/2022,Sat,8:48:00 PM,1.12,34,L,2022-05-28 20:48:00,2022-05-28 20:49:00
5/29/2022,Sun,3:03:00 AM,10.29,314,H,2022-05-29 03:03:00,2022-05-29 03:06:00
5/29/2022,Sun,9:24:00 AM,0.19,6,L,2022-05-29 09:24:00,2022-05-29 09:25:00
5/29/2022,Sun,3:38:00 PM,9.23,281,H,2022-05-29 15:38:00,2022-05-29 15:41:00
5/29/2022,Sun,9:29:00 PM,1.24,38,L,2022-05-29 21:29:00,2022-05-29 21:30:00
5/30/2022,Mon,3:41:00 AM,10.29,314,H,2022-05-30 03:41:00,2022-05-30 03:44:00
5/30/2022,Mon,10:05:00 AM,0.17,5,L,2022-05-30 10:05:00,2022-05-30 10:06:00
5/30/2022,Mon,4:19:00 PM,9.13,278,H,2022-05-30 16:19:00,2022-05-30 16:22:00
5/30/2022,Mon,10:09:00 PM,1.37,42,L,2022-05-30 22:09:00,2022-05-30 22:10:00
5/31/2022,Tue,4:20:00 AM,10.23,312,H,2022-05-31 04:20:00,2022-05-31 04:23:00
5/31/2022,Tue,10:45:00 AM,0.22,7,L,2022-05-31 10:45:00,2022-05-31 10:46:00
5/31/2022,Tue,5:00:00 PM,9.01,275,H,2022-05-31 17:00:00,2022-05-31 17:03:00
5/31/2022,Tue,10:48:00 PM,1.51,46,L,2022-05-31 22:48:00,2022-05-31 22:49:00
6/1/2022,Wed,4:58:00 AM,10.13,309,H,2022-06-01 04:58:00,2022-06-01 05:01:00
6/1/2022,Wed,11:25:00 AM,0.34,10,L,2022-06-01 11:25:00,2022-06-01 11:26:00
6/1/2022,Wed,5:40:00 PM,8.88,271,H,2022-06-01 17:40:00,2022-06-01 17:43:00
6/1/2022,Wed,11:28:00 PM,1.65,50,L,2022-06-01 23:28:00,2022-06-01 23:29:00
6/2/2022,Thu,5:38:00 AM,10.0,305,H,2022-06-02 05:38:00,2022-06-02 05:41:00
6/2/2022,Thu,12:05:00 PM,0.5,15,L,2022-06-02 12:05:00,2022-06-02 12:06:00
6/2/2022,Thu,6:20:00 PM,8.75,267,H,2022-06-02 18:20:00,2022-06-02 18:23:00
6/3/2022,Fri,12:09:00 AM,1.79,55,L,2022-06-03 00:09:00,2022-06-03 00:10:00
6/3/2022,Fri,6:19:00 AM,9.84,300,H,2022-06-03 06:19:00,2022-06-03 06:22:00
6/3/2022,Fri,12:45:00 PM,0.68,21,L,2022-06-03 12:45:00,2022-06-03 12:46:00
6/3/2022,Fri,7:02:00 PM,8.63,263,H,2022-06-03 19:02:00,2022-06-03 19:05:00
6/4/2022,Sat,12:52:00 AM,1.94,59,L,2022-06-04 00:52:00,2022-06-04 00:53:00
6/4/2022,Sat,7:01:00 AM,9.66,294,H,2022-06-04 07:01:00,2022-06-04 07:04:00
6/4/2022,Sat,1:28:00 PM,0.86,26,L,2022-06-04 13:28:00,2022-06-04 13:29:00
6/4/2022,Sat,7:44:00 PM,8.55,261,H,2022-06-04 19:44:00,2022-06-04 19:47:00
6/5/2022,Sun,1:37:00 AM,2.07,63,L,2022-06-05 01:37:00,2022-06-05 01:38:00
6/5/2022,Sun,7:46:00 AM,9.47,289,H,2022-06-05 07:46:00,2022-06-05 07:49:00
6/5/2022,Sun,2:12:00 PM,1.02,31,L,2022-06-05 14:12:00,2022-06-05 14:13:00
6/5/2022,Sun,8:30:00 PM,8.54,260,H,2022-06-05 20:30:00,2022-06-05 20:33:00
6/6/2022,Mon,2:25:00 AM,2.12,65,L,2022-06-06 02:25:00,2022-06-06 02:26:00
6/6/2022,Mon,8:33:00 AM,9.29,283,H,2022-06-06 08:33:00,2022-06-06 08:36:00
6/6/2022,Mon,2:59:00 PM,1.12,34,L,2022-06-06 14:59:00,2022-06-06 15:00:00
6/6/2022,Mon,9:16:00 PM,8.64,263,H,2022-06-06 21:16:00,2022-06-06 21:19:00
6/7/2022,Tue,3:16:00 AM,2.07,63,L,2022-06-07 03:16:00,2022-06-07 03:17:00
6/7/2022,Tue,9:24:00 AM,9.16,279,H,2022-06-07 09:24:00,2022-06-07 09:27:00
6/7/2022,Tue,3:47:00 PM,1.16,35,L,2022-06-07 15:47:00,2022-06-07 15:48:00
6/7/2022,Tue,10:04:00 PM,8.87,270,H,2022-06-07 22:04:00,2022-06-07 22:07:00
6/8/2022,Wed,4:09:00 AM,1.86,57,L,2022-06-08 04:09:00,2022-06-08 04:10:00
6/8/2022,Wed,10:16:00 AM,9.11,278,H,2022-06-08 10:16:00,2022-06-08 10:19:00
6/8/2022,Wed,4:35:00 PM,1.13,34,L,2022-06-08 16:35:00,2022-06-08 16:36:00
6/8/2022,Wed,10:51:00 PM,9.22,281,H,2022-06-08 22:51:00,2022-06-08 22:54:00
6/9/2022,Thu,5:03:00 AM,1.51,46,L,2022-06-09 05:03:00,2022-06-09 05:04:00
6/9/2022,Thu,11:10:00 AM,9.13,278,H,2022-06-09 11:10:00,2022-06-09 11:13:00
6/9/2022,Thu,5:25:00 PM,1.04,32,L,2022-06-09 17:25:00,2022-06-09 17:26:00
6/9/2022,Thu,11:40:00 PM,9.68,295,H,2022-06-09 23:40:00,2022-06-09 23:43:00
6/10/2022,Fri,5:57:00 AM,1.03,31,L,2022-06-10 05:57:00,2022-06-10 05:58:00
6/10/2022,Fri,12:05:00 PM,9.24,282,H,2022-06-10 12:05:00,2022-06-10 12:08:00
6/10/2022,Fri,6:16:00 PM,0.89,27,L,2022-06-10 18:16:00,2022-06-10 18:17:00
6/11/2022,Sat,12:29:00 AM,10.22,312,H,2022-06-11 00:29:00,2022-06-11 00:32:00
6/11/2022,Sat,6:53:00 AM,0.44,13,L,2022-06-11 06:53:00,2022-06-11 06:54:00
6/11/2022,Sat,1:01:00 PM,9.43,287,H,2022-06-11 13:01:00,2022-06-11 13:04:00
6/11/2022,Sat,7:08:00 PM,0.67,20,L,2022-06-11 19:08:00,2022-06-11 19:09:00
6/12/2022,Sun,1:19:00 AM,10.8,329,H,2022-06-12 01:19:00,2022-06-12 01:22:00
6/12/2022,Sun,7:47:00 AM,-0.18,-5,L,2022-06-12 07:47:00,2022-06-12 07:48:00
6/12/2022,Sun,1:55:00 PM,9.66,294,H,2022-06-12 13:55:00,2022-06-12 13:58:00
6/12/2022,Sun,7:59:00 PM,0.42,13,L,2022-06-12 19:59:00,2022-06-12 20:00:00
6/13/2022,Mon,2:09:00 AM,11.34,346,H,2022-06-13 02:09:00,2022-06-13 02:12:00
6/13/2022,Mon,8:40:00 AM,-0.75,-23,L,2022-06-13 08:40:00,2022-06-13 08:41:00
6/13/2022,Mon,2:49:00 PM,9.88,301,H,2022-06-13 14:49:00,2022-06-13 14:52:00
6/13/2022,Mon,8:51:00 PM,0.19,6,L,2022-06-13 20:51:00,2022-06-13 20:52:00
6/14/2022,Tue,3:00:00 AM,11.76,358,H,2022-06-14 03:00:00,2022-06-14 03:03:00
6/14/2022,Tue,9:32:00 AM,-1.17,-36,L,2022-06-14 09:32:00,2022-06-14 09:33:00
6/14/2022,Tue,3:42:00 PM,10.03,306,H,2022-06-14 15:42:00,2022-06-14 15:45:00
6/14/2022,Tue,9:42:00 PM,0.03,1,L,2022-06-14 21:42:00,2022-06-14 21:43:00
6/15/2022,Wed,3:52:00 AM,11.98,365,H,2022-06-15 03:52:00,2022-06-15 03:55:00
6/15/2022,Wed,10:25:00 AM,-1.4,-43,L,2022-06-15 10:25:00,2022-06-15 10:26:00
6/15/2022,Wed,4:37:00 PM,10.11,308,H,2022-06-15 16:37:00,2022-06-15 16:40:00
6/15/2022,Wed,10:35:00 PM,-0.03,-1,L,2022-06-15 22:35:00,2022-06-15 22:36:00
6/16/2022,Thu,4:46:00 AM,12.01,366,H,2022-06-16 04:46:00,2022-06-16 04:49:00
6/16/2022,Thu,11:18:00 AM,-1.43,-44,L,2022-06-16 11:18:00,2022-06-16 11:19:00
6/16/2022,Thu,5:33:00 PM,10.12,308,H,2022-06-16 17:33:00,2022-06-16 17:36:00
6/16/2022,Thu,11:30:00 PM,0.03,1,L,2022-06-16 23:30:00,2022-06-16 23:31:00
6/17/2022,Fri,5:42:00 AM,11.85,361,H,2022-06-17 05:42:00,2022-06-17 05:45:00
6/17/2022,Fri,12:12:00 PM,-1.27,-39,L,2022-06-17 12:12:00,2022-06-17 12:13:00
6/17/2022,Fri,6:29:00 PM,10.09,308,H,2022-06-17 18:29:00,2022-06-17 18:32:00
6/18/2022,Sat,12:25:00 AM,0.2,6,L,2022-06-18 00:25:00,2022-06-18 00:26:00
6/18/2022,Sat,6:39:00 AM,11.5,351,H,2022-06-18 06:39:00,2022-06-18 06:42:00
6/18/2022,Sat,1:07:00 PM,-0.95,-29,L,2022-06-18 13:07:00,2022-06-18 13:08:00
6/18/2022,Sat,7:26:00 PM,10.01,305,H,2022-06-18 19:26:00,2022-06-18 19:29:00
6/19/2022,Sun,1:23:00 AM,0.44,13,L,2022-06-19 01:23:00,2022-06-19 01:24:00
6/19/2022,Sun,7:38:00 AM,11.02,336,H,2022-06-19 07:38:00,2022-06-19 07:41:00
6/19/2022,Sun,2:03:00 PM,-0.52,-16,L,2022-06-19 14:03:00,2022-06-19 14:04:00
6/19/2022,Sun,8:25:00 PM,9.92,302,H,2022-06-19 20:25:00,2022-06-19 20:28:00
6/20/2022,Mon,2:23:00 AM,0.7,21,L,2022-06-20 02:23:00,2022-06-20 02:24:00
6/20/2022,Mon,8:39:00 AM,10.47,319,H,2022-06-20 08:39:00,2022-06-20 08:42:00
6/20/2022,Mon,3:00:00 PM,-0.06,-2,L,2022-06-20 15:00:00,2022-06-20 15:01:00
6/20/2022,Mon,9:24:00 PM,9.87,301,H,2022-06-20 21:24:00,2022-06-20 21:27:00
6/21/2022,Tue,3:26:00 AM,0.9,27,L,2022-06-21 03:26:00,2022-06-21 03:27:00
6/21/2022,Tue,9:42:00 AM,9.94,303,H,2022-06-21 09:42:00,2022-06-21 09:45:00
6/21/2022,Tue,3:58:00 PM,0.38,12,L,2022-06-21 15:58:00,2022-06-21 15:59:00
6/21/2022,Tue,10:22:00 PM,9.85,300,H,2022-06-21 22:22:00,2022-06-21 22:25:00
6/22/2022,Wed,4:29:00 AM,1.0,30,L,2022-06-22 04:29:00,2022-06-22 04:30:00
6/22/2022,Wed,10:44:00 AM,9.48,289,H,2022-06-22 10:44:00,2022-06-22 10:47:00
6/22/2022,Wed,4:54:00 PM,0.79,24,L,2022-06-22 16:54:00,2022-06-22 16:55:00
6/22/2022,Wed,11:19:00 PM,9.85,300,H,2022-06-22 23:19:00,2022-06-22 23:22:00
6/23/2022,Thu,5:31:00 AM,1.0,30,L,2022-06-23 05:31:00,2022-06-23 05:32:00
6/23/2022,Thu,11:46:00 AM,9.13,278,H,2022-06-23 11:46:00,2022-06-23 11:49:00
6/23/2022,Thu,5:49:00 PM,1.14,35,L,2022-06-23 17:49:00,2022-06-23 17:50:00
6/24/2022,Fri,12:13:00 AM,9.87,301,H,2022-06-24 00:13:00,2022-06-24 00:16:00
6/24/2022,Fri,6:32:00 AM,0.93,28,L,2022-06-24 06:32:00,2022-06-24 06:33:00
6/24/2022,Fri,12:46:00 PM,8.91,272,H,2022-06-24 12:46:00,2022-06-24 12:49:00
6/24/2022,Fri,6:42:00 PM,1.4,43,L,2022-06-24 18:42:00,2022-06-24 18:43:00
6/25/2022,Sat,1:05:00 AM,9.92,302,H,2022-06-25 01:05:00,2022-06-25 01:08:00
6/25/2022,Sat,7:28:00 AM,0.81,25,L,2022-06-25 07:28:00,2022-06-25 07:29:00
6/25/2022,Sat,1:42:00 PM,8.8,268,H,2022-06-25 13:42:00,2022-06-25 13:45:00
6/25/2022,Sat,7:33:00 PM,1.56,48,L,2022-06-25 19:33:00,2022-06-25 19:34:00
6/26/2022,Sun,1:52:00 AM,9.97,304,H,2022-06-26 01:52:00,2022-06-26 01:55:00
6/26/2022,Sun,8:18:00 AM,0.67,20,L,2022-06-26 08:18:00,2022-06-26 08:19:00
6/26/2022,Sun,2:31:00 PM,8.76,267,H,2022-06-26 14:31:00,2022-06-26 14:34:00
6/26/2022,Sun,8:19:00 PM,1.64,50,L,2022-06-26 20:19:00,2022-06-26 20:20:00
6/27/2022,Mon,2:36:00 AM,10.03,306,H,2022-06-27 02:36:00,2022-06-27 02:39:00
6/27/2022,Mon,9:03:00 AM,0.56,17,L,2022-06-27 09:03:00,2022-06-27 09:04:00
6/27/2022,Mon,3:15:00 PM,8.75,267,H,2022-06-27 15:15:00,2022-06-27 15:18:00
6/27/2022,Mon,9:02:00 PM,1.66,51,L,2022-06-27 21:02:00,2022-06-27 21:03:00
6/28/2022,Tue,3:16:00 AM,10.06,307,H,2022-06-28 03:16:00,2022-06-28 03:19:00
6/28/2022,Tue,9:44:00 AM,0.5,15,L,2022-06-28 09:44:00,2022-06-28 09:45:00
6/28/2022,Tue,3:57:00 PM,8.75,267,H,2022-06-28 15:57:00,2022-06-28 16:00:00
6/28/2022,Tue,9:43:00 PM,1.66,51,L,2022-06-28 21:43:00,2022-06-28 21:44:00
6/29/2022,Wed,3:56:00 AM,10.07,307,H,2022-06-29 03:56:00,2022-06-29 03:59:00
6/29/2022,Wed,10:23:00 AM,0.47,14,L,2022-06-29 10:23:00,2022-06-29 10:24:00
6/29/2022,Wed,4:38:00 PM,8.75,267,H,2022-06-29 16:38:00,2022-06-29 16:41:00
6/29/2022,Wed,10:24:00 PM,1.65,50,L,2022-06-29 22:24:00,2022-06-29 22:25:00
6/30/2022,Thu,4:36:00 AM,10.06,307,H,2022-06-30 04:36:00,2022-06-30 04:39:00
6/30/2022,Thu,11:02:00 AM,0.47,14,L,2022-06-30 11:02:00,2022-06-30 11:03:00
6/30/2022,Thu,5:18:00 PM,8.76,267,H,2022-06-30 17:18:00,2022-06-30 17:21:00
6/30/2022,Thu,11:04:00 PM,1.65,50,L,2022-06-30 23:04:00,2022-06-30 23:05:00
7/1/2022,Fri,5:16:00 AM,10.02,305,H,2022-07-01 05:16:00,2022-07-01 05:19:00
7/1/2022,Fri,11:41:00 AM,0.49,15,L,2022-07-01 11:41:00,2022-07-01 11:42:00
7/1/2022,Fri,5:57:00 PM,8.78,268,H,2022-07-01 17:57:00,2022-07-01 18:00:00
7/1/2022,Fri,11:45:00 PM,1.67,51,L,2022-07-01 23:45:00,2022-07-01 23:46:00
7/2/2022,Sat,5:56:00 AM,9.95,303,H,2022-07-02 05:56:00,2022-07-02 05:59:00
7/2/2022,Sat,12:20:00 PM,0.54,16,L,2022-07-02 12:20:00,2022-07-02 12:21:00
7/2/2022,Sat,6:36:00 PM,8.81,269,H,2022-07-02 18:36:00,2022-07-02 18:39:00
7/3/2022,Sun,12:26:00 AM,1.68,51,L,2022-07-03 00:26:00,2022-07-03 00:27:00
7/3/2022,Sun,6:36:00 AM,9.84,300,H,2022-07-03 06:36:00,2022-07-03 06:39:00
7/3/2022,Sun,12:59:00 PM,0.6,18,L,2022-07-03 12:59:00,2022-07-03 13:00:00
7/3/2022,Sun,7:15:00 PM,8.87,270,H,2022-07-03 19:15:00,2022-07-03 19:18:00
7/4/2022,Mon,1:09:00 AM,1.69,52,L,2022-07-04 01:09:00,2022-07-04 01:10:00
7/4/2022,Mon,7:18:00 AM,9.7,296,H,2022-07-04 07:18:00,2022-07-04 07:21:00
7/4/2022,Mon,1:40:00 PM,0.69,21,L,2022-07-04 13:40:00,2022-07-04 13:41:00
7/4/2022,Mon,7:55:00 PM,8.98,274,H,2022-07-04 19:55:00,2022-07-04 19:58:00
7/5/2022,Tue,1:54:00 AM,1.65,50,L,2022-07-05 01:54:00,2022-07-05 01:55:00
7/5/2022,Tue,8:02:00 AM,9.53,290,H,2022-07-05 08:02:00,2022-07-05 08:05:00
7/5/2022,Tue,2:23:00 PM,0.78,24,L,2022-07-05 14:23:00,2022-07-05 14:24:00
7/5/2022,Tue,8:38:00 PM,9.15,279,H,2022-07-05 20:38:00,2022-07-05 20:41:00
7/6/2022,Wed,2:43:00 AM,1.55,47,L,2022-07-06 02:43:00,2022-07-06 02:44:00
7/6/2022,Wed,8:49:00 AM,9.36,285,H,2022-07-06 08:49:00,2022-07-06 08:52:00
7/6/2022,Wed,3:08:00 PM,0.87,27,L,2022-07-06 15:08:00,2022-07-06 15:09:00
7/6/2022,Wed,9:22:00 PM,9.4,287,H,2022-07-06 21:22:00,2022-07-06 21:25:00
7/7/2022,Thu,3:34:00 AM,1.36,41,L,2022-07-07 03:34:00,2022-07-07 03:35:00
7/7/2022,Thu,9:40:00 AM,9.21,281,H,2022-07-07 09:40:00,2022-07-07 09:43:00
7/7/2022,Thu,3:56:00 PM,0.93,28,L,2022-07-07 15:56:00,2022-07-07 15:57:00
7/7/2022,Thu,10:10:00 PM,9.71,296,H,2022-07-07 22:10:00,2022-07-07 22:13:00
7/8/2022,Fri,4:28:00 AM,1.08,33,L,2022-07-08 04:28:00,2022-07-08 04:29:00
7/8/2022,Fri,10:34:00 AM,9.11,278,H,2022-07-08 10:34:00,2022-07-08 10:37:00
7/8/2022,Fri,4:46:00 PM,0.95,29,L,2022-07-08 16:46:00,2022-07-08 16:47:00
7/8/2022,Fri,10:59:00 PM,10.08,307,H,2022-07-08 22:59:00,2022-07-08 23:02:00
7/9/2022,Sat,5:24:00 AM,0.72,22,L,2022-07-09 05:24:00,2022-07-09 05:25:00
7/9/2022,Sat,11:31:00 AM,9.08,277,H,2022-07-09 11:31:00,2022-07-09 11:34:00
7/9/2022,Sat,5:39:00 PM,0.92,28,L,2022-07-09 17:39:00,2022-07-09 17:40:00
7/9/2022,Sat,11:52:00 PM,10.49,320,H,2022-07-09 23:52:00,2022-07-09 23:55:00
7/10/2022,Sun,6:23:00 AM,0.3,9,L,2022-07-10 06:23:00,2022-07-10 06:24:00
7/10/2022,Sun,12:30:00 PM,9.15,279,H,2022-07-10 12:30:00,2022-07-10 12:33:00
7/10/2022,Sun,6:35:00 PM,0.8,24,L,2022-07-10 18:35:00,2022-07-10 18:36:00
7/11/2022,Mon,12:48:00 AM,10.93,333,H,2022-07-11 00:48:00,2022-07-11 00:51:00
7/11/2022,Mon,7:21:00 AM,-0.18,-5,L,2022-07-11 07:21:00,2022-07-11 07:22:00
7/11/2022,Mon,1:30:00 PM,9.33,284,H,2022-07-11 13:30:00,2022-07-11 13:33:00
7/11/2022,Mon,7:32:00 PM,0.59,18,L,2022-07-11 19:32:00,2022-07-11 19:33:00
7/12/2022,Tue,1:44:00 AM,11.35,346,H,2022-07-12 01:44:00,2022-07-12 01:47:00
7/12/2022,Tue,8:19:00 AM,-0.66,-20,L,2022-07-12 08:19:00,2022-07-12 08:20:00
7/12/2022,Tue,2:28:00 PM,9.58,292,H,2022-07-12 14:28:00,2022-07-12 14:31:00
7/12/2022,Tue,8:28:00 PM,0.32,10,L,2022-07-12 20:28:00,2022-07-12 20:29:00
7/13/2022,Wed,2:40:00 AM,11.7,357,H,2022-07-13 02:40:00,2022-07-13 02:43:00
7/13/2022,Wed,9:14:00 AM,-1.05,-32,L,2022-07-13 09:14:00,2022-07-13 09:15:00
7/13/2022,Wed,3:25:00 PM,9.83,300,H,2022-07-13 15:25:00,2022-07-13 15:28:00
7/13/2022,Wed,9:24:00 PM,0.07,2,L,2022-07-13 21:24:00,2022-07-13 21:25:00
7/14/2022,Thu,3:36:00 AM,11.91,363,H,2022-07-14 03:36:00,2022-07-14 03:39:00
7/14/2022,Thu,10:08:00 AM,-1.29,-39,L,2022-07-14 10:08:00,2022-07-14 10:09:00
7/14/2022,Thu,4:21:00 PM,10.05,306,H,2022-07-14 16:21:00,2022-07-14 16:24:00
7/14/2022,Thu,10:19:00 PM,-0.1,-3,L,2022-07-14 22:19:00,2022-07-14 22:20:00
7/15/2022,Fri,4:32:00 AM,11.93,364,H,2022-07-15 04:32:00,2022-07-15 04:35:00
7/15/2022,Fri,11:02:00 AM,-1.36,-41,L,2022-07-15 11:02:00,2022-07-15 11:03:00
7/15/2022,Fri,5:17:00 PM,10.22,312,H,2022-07-15 17:17:00,2022-07-15 17:20:00
7/15/2022,Fri,11:14:00 PM,-0.15,-5,L,2022-07-15 23:14:00,2022-07-15 23:15:00
7/16/2022,Sat,5:29:00 AM,11.77,359,H,2022-07-16 05:29:00,2022-07-16 05:32:00
7/16/2022,Sat,11:55:00 AM,-1.24,-38,L,2022-07-16 11:55:00,2022-07-16 11:56:00
7/16/2022,Sat,6:12:00 PM,10.31,314,H,2022-07-16 18:12:00,2022-07-16 18:15:00
7/17/2022,Sun,12:10:00 AM,-0.09,-3,L,2022-07-17 00:10:00,2022-07-17 00:11:00
7/17/2022,Sun,6:25:00 AM,11.43,348,H,2022-07-17 06:25:00,2022-07-17 06:28:00
7/17/2022,Sun,12:46:00 PM,-0.94,-29,L,2022-07-17 12:46:00,2022-07-17 12:47:00
7/17/2022,Sun,7:06:00 PM,10.32,315,H,2022-07-17 19:06:00,2022-07-17 19:09:00
7/18/2022,Mon,1:05:00 AM,0.1,3,L,2022-07-18 01:05:00,2022-07-18 01:06:00
7/18/2022,Mon,7:21:00 AM,10.93,333,H,2022-07-18 07:21:00,2022-07-18 07:24:00
7/18/2022,Mon,1:38:00 PM,-0.48,-15,L,2022-07-18 13:38:00,2022-07-18 13:39:00
