"Plot Title: Carolina September 2021 2"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 20182875, SEN S/N: 20182875)","Temp, °F (LGR S/N: 20182875, SEN S/N: 20182875)","Bad Battery (LGR S/N: 20182875)","Coupler Detached (LGR S/N: 20182875)","Good Battery (LGR S/N: 20182875)","Coupler Attached (LGR S/N: 20182875)","Host Connected (LGR S/N: 20182875)","Stopped (LGR S/N: 20182875)","End Of File (LGR S/N: 20182875)"
827,10/15/21 02:03:42 PM,34794.9,69.60,,,,,,,
828,10/15/21 02:33:42 PM,34855.8,69.40,,,,,,,
829,10/15/21 03:03:42 PM,34985.1,69.76,,,,,,,
830,10/15/21 03:33:42 PM,34974.9,69.91,,,,,,,
831,10/15/21 04:03:42 PM,35081.1,69.93,,,,,,,
832,10/15/21 04:33:42 PM,35067.3,69.93,,,,,,,
833,10/15/21 05:03:42 PM,35239.8,69.91,,,,,,,
834,10/15/21 05:33:42 PM,35400.0,69.89,,,,,,,
835,10/15/21 06:03:42 PM,35551.0,69.93,,,,,,,
836,10/15/21 06:33:42 PM,35547.5,69.87,,,,,,,
837,10/15/21 07:03:42 PM,35607.6,69.84,,,,,,,
838,10/15/21 07:33:42 PM,35653.6,69.85,,,,,,,
839,10/15/21 08:03:42 PM,35515.8,69.66,,,,,,,
840,10/15/21 08:33:42 PM,35484.1,69.53,,,,,,,
841,10/15/21 09:03:42 PM,35494.7,69.48,,,,,,,
842,10/15/21 09:33:42 PM,35393.0,69.30,,,,,,,
843,10/15/21 10:03:42 PM,35201.7,68.97,,,,,,,
844,10/15/21 10:33:42 PM,35046.8,68.83,,,,,,,
845,10/15/21 11:03:42 PM,35174.1,68.97,,,,,,,
846,10/15/21 11:33:42 PM,35067.3,68.94,,,,,,,
847,10/16/21 12:03:42 AM,34951.0,68.77,,,,,,,
848,10/16/21 12:33:42 AM,34937.4,68.72,,,,,,,
849,10/16/21 01:03:42 AM,34556.6,68.43,,,,,,,
850,10/16/21 01:33:42 AM,34744.2,68.67,,,,,,,
851,10/16/21 02:03:42 AM,34660.2,68.72,,,,,,,
852,10/16/21 02:33:42 AM,34599.9,68.68,,,,,,,
853,10/16/21 03:03:42 AM,34506.6,68.67,,,,,,,
854,10/16/21 03:33:42 AM,34523.3,68.68,,,,,,,
855,10/16/21 04:03:42 AM,34636.7,68.76,,,,,,,
856,10/16/21 04:33:42 AM,34899.9,68.94,,,,,,,
857,10/16/21 05:03:42 AM,35163.7,69.15,,,,,,,
858,10/16/21 05:33:42 AM,35284.9,69.26,,,,,,,
859,10/16/21 06:03:42 AM,35351.1,69.26,,,,,,,
860,10/16/21 06:33:42 AM,35473.6,69.35,,,,,,,
861,10/16/21 07:03:42 AM,35646.5,69.40,,,,,,,
862,10/16/21 07:33:42 AM,35774.6,69.49,,,,,,,
863,10/16/21 08:03:42 AM,35821.1,69.46,,,,,,,
864,10/16/21 08:33:42 AM,35867.7,69.49,,,,,,,
865,10/16/21 09:03:42 AM,35824.7,69.46,,,,,,,
866,10/16/21 09:33:42 AM,35943.3,69.49,,,,,,,
867,10/16/21 10:03:42 AM,36033.6,69.62,,,,,,,
868,10/16/21 10:33:42 AM,36138.9,69.75,,,,,,,
869,10/16/21 11:03:42 AM,36149.9,69.87,,,,,,,
870,10/16/21 11:33:42 AM,36128.0,69.93,,,,,,,
871,10/16/21 12:03:42 PM,36259.6,70.29,,,,,,,
872,10/16/21 12:33:42 PM,35968.5,70.30,,,,,,,
873,10/16/21 01:03:42 PM,35957.7,70.32,,,,,,,
874,10/16/21 01:33:42 PM,35961.3,70.57,,,,,,,
875,10/16/21 02:03:42 PM,35925.3,70.72,,,,,,,
876,10/16/21 02:33:42 PM,35835.5,70.52,,,,,,,
877,10/16/21 03:03:42 PM,35882.1,70.56,,,,,,,
878,10/16/21 03:33:42 PM,35806.8,70.56,,,,,,,
879,10/16/21 04:03:42 PM,35849.8,70.59,,,,,,,
880,10/16/21 04:33:42 PM,35954.1,70.54,,,,,,,
881,10/16/21 05:03:42 PM,36011.9,70.48,,,,,,,
882,10/16/21 05:33:42 PM,36160.8,70.47,,,,,,,
883,10/16/21 06:03:42 PM,36142.6,70.41,,,,,,,
884,10/16/21 06:33:42 PM,36059.0,70.34,,,,,,,
885,10/16/21 07:03:42 PM,36088.0,70.29,,,,,,,
886,10/16/21 07:33:42 PM,36128.0,70.25,,,,,,,
887,10/16/21 08:03:42 PM,36149.9,70.21,,,,,,,
888,10/16/21 08:33:42 PM,36226.6,70.16,,,,,,,
889,10/16/21 09:03:42 PM,36292.6,70.14,,,,,,,
890,10/16/21 09:33:42 PM,36303.6,70.11,,,,,,,
891,10/16/21 10:03:42 PM,36362.5,70.12,,,,,,,
892,10/16/21 10:33:42 PM,36311.0,70.12,,,,,,,
893,10/16/21 11:03:42 PM,36377.3,70.12,,,,,,,
894,10/16/21 11:33:42 PM,36414.2,70.12,,,,,,,
895,10/17/21 12:03:42 AM,36340.4,70.05,,,,,,,
896,10/17/21 12:33:42 AM,36241.2,69.98,,,,,,,
897,10/17/21 01:03:42 AM,35979.3,69.85,,,,,,,
898,10/17/21 01:33:42 AM,35628.8,69.75,,,,,,,
899,10/17/21 02:03:42 AM,35664.3,69.66,,,,,,,
900,10/17/21 02:33:42 AM,35692.7,69.62,,,,,,,
901,10/17/21 03:03:42 AM,35414.0,69.22,,,,,,,
902,10/17/21 03:33:42 AM,35246.8,68.95,,,,,,,
903,10/17/21 04:03:42 AM,35129.2,68.85,,,,,,,
904,10/17/21 04:33:42 AM,35194.8,68.95,,,,,,,
905,10/17/21 05:03:42 AM,34650.1,68.63,,,,,,,
906,10/17/21 05:33:42 AM,34576.6,68.50,,,,,,,
907,10/17/21 06:03:42 AM,34781.3,68.70,,,,,,,
908,10/17/21 06:33:42 AM,34690.4,68.63,,,,,,,
909,10/17/21 07:03:42 AM,35657.2,69.44,,,,,,,
910,10/17/21 07:33:42 AM,34417.1,68.02,,,,,,,
911,10/17/21 08:03:42 AM,34774.6,68.36,,,,,,,
912,10/17/21 08:33:42 AM,34995.4,68.58,,,,,,,
913,10/17/21 09:03:42 AM,35184.4,68.76,,,,,,,
914,10/17/21 09:33:42 AM,35393.0,68.94,,,,,,,
915,10/17/21 10:03:42 AM,35424.5,68.95,,,,,,,
916,10/17/21 10:33:42 AM,35438.5,68.90,,,,,,,
917,10/17/21 11:03:42 AM,35365.1,68.77,,,,,,,
918,10/17/21 11:33:42 AM,35239.8,68.88,,,,,,,
919,10/17/21 12:03:42 PM,35143.0,69.06,,,,,,,
920,10/17/21 12:33:42 PM,34988.6,69.15,,,,,,,
921,10/17/21 01:03:42 PM,34764.5,69.12,,,,,,,
922,10/17/21 01:33:42 PM,34737.5,69.24,,,,,,,
923,10/17/21 02:03:42 PM,34400.6,69.37,,,,,,,
924,10/17/21 02:33:42 PM,34131.9,69.40,,,,,,,
925,10/17/21 03:03:42 PM,33893.0,69.35,,,,,,,
926,10/17/21 03:33:42 PM,33752.6,69.31,,,,,,,
927,10/17/21 04:03:42 PM,33660.7,69.10,,,,,,,
928,10/17/21 04:33:42 PM,33607.1,68.88,,,,,,,
929,10/17/21 05:03:42 PM,33307.4,68.43,,,,,,,
930,10/17/21 05:33:42 PM,33431.6,68.38,,,,,,,
931,10/17/21 06:03:42 PM,34167.7,68.97,,,,,,,
932,10/17/21 06:33:42 PM,34838.8,69.57,,,,,,,
933,10/17/21 07:03:42 PM,34764.5,69.49,,,,,,,
934,10/17/21 07:33:42 PM,34930.6,69.40,,,,,,,
935,10/17/21 08:03:42 PM,34586.6,68.81,,,,,,,
936,10/17/21 08:33:42 PM,35480.6,69.48,,,,,,,
937,10/17/21 09:03:42 PM,34995.4,68.95,,,,,,,
938,10/17/21 09:33:42 PM,34456.8,68.11,,,,,,,
939,10/17/21 10:03:42 PM,34174.2,67.68,,,,,,,
940,10/17/21 10:33:42 PM,34338.0,67.66,,,,,,,
941,10/17/21 11:03:42 PM,34903.3,68.18,,,,,,,
942,10/17/21 11:33:42 PM,34470.1,67.50,,,,,,,
943,10/18/21 12:03:42 AM,33724.0,66.47,,,,,,,
944,10/18/21 12:33:42 AM,32901.3,65.26,,,,,,,
945,10/18/21 01:03:42 AM,32769.2,65.41,,,,,,,
946,10/18/21 01:33:42 AM,32121.9,64.71,,,,,,,
947,10/18/21 02:03:42 AM,31703.2,64.08,,,,,,,
948,10/18/21 02:33:42 AM,31462.4,63.91,,,,,,,
949,10/18/21 03:03:42 AM,31096.3,63.41,,,,,,,
950,10/18/21 03:33:42 AM,30952.4,63.14,,,,,,,
951,10/18/21 04:03:42 AM,31293.2,63.63,,,,,,,
952,10/18/21 04:33:42 AM,31714.4,64.00,,,,,,,
953,10/18/21 05:03:42 AM,33013.3,65.93,,,,,,,
954,10/18/21 05:33:42 AM,31834.9,64.42,,,,,,,
955,10/18/21 06:03:42 AM,33171.9,66.33,,,,,,,
956,10/18/21 06:33:42 AM,32484.7,65.44,,,,,,,
957,10/18/21 07:03:42 AM,32826.1,65.93,,,,,,,
958,10/18/21 07:33:42 AM,33184.2,66.18,,,,,,,
959,10/18/21 08:03:42 AM,33509.7,66.36,,,,,,,
960,10/18/21 08:33:42 AM,34440.3,67.50,,,,,,,
961,10/18/21 09:03:42 AM,34012.0,66.69,,,,,,,
962,10/18/21 09:33:42 AM,34115.6,66.65,,,,,,,
963,10/18/21 10:03:42 AM,34301.8,66.78,,,,,,,
964,10/18/21 10:33:42 AM,34338.0,66.87,,,,,,,
965,10/18/21 11:03:42 AM,33912.3,66.72,,,,,,,
966,10/18/21 11:33:42 AM,33867.4,66.61,,,,,,,
967,10/18/21 12:03:42 PM,33547.3,66.52,,,,,,,
968,10/18/21 12:33:42 PM,32844.1,66.16,,,,,,,
969,10/18/21 01:03:42 PM,32133.4,65.68,,,,,,,
970,10/18/21 01:33:42 PM,32364.8,65.95,,,,,,,
971,10/18/21 02:03:42 PM,31503.7,65.23,,,,,,,
972,10/18/21 02:33:42 PM,32399.8,66.00,,,,,,,
973,10/18/21 03:03:42 PM,32540.6,66.20,,,,,,,
974,10/18/21 03:33:42 PM,33236.5,66.76,,,,,,,
975,10/18/21 04:03:42 PM,31603.1,65.43,,,,,,,
976,10/18/21 04:33:42 PM,31353.0,65.17,,,,,,,
977,10/18/21 05:03:42 PM,32329.8,65.98,,,,,,,
978,10/18/21 05:33:42 PM,31045.5,64.76,,,,,,,
979,10/18/21 06:03:42 PM,31160.7,64.76,,,,,,,
980,10/18/21 06:33:42 PM,32605.6,66.04,,,,,,,
981,10/18/21 07:03:42 PM,33122.9,66.47,,,,,,,
982,10/18/21 07:33:42 PM,31672.6,64.69,,,,,,,
983,10/18/21 08:03:42 PM,33022.4,65.73,,,,,,,
984,10/18/21 08:33:42 PM,33116.8,65.84,,,,,,,
985,10/18/21 09:03:42 PM,33651.2,65.89,,,,,,,
986,10/18/21 09:33:42 PM,33784.4,66.11,,,,,,,
987,10/18/21 10:03:42 PM,33453.4,65.39,,,,,,,
988,10/18/21 10:33:42 PM,33264.2,64.89,,,,,,,
989,10/18/21 11:03:42 PM,33083.2,64.58,,,,,,,
990,10/18/21 11:33:42 PM,33122.9,64.76,,,,,,,
991,10/19/21 12:03:42 AM,32989.0,64.49,,,,,,,
992,10/19/21 12:33:42 AM,32772.2,64.09,,,,,,,
993,10/19/21 01:03:42 AM,32306.6,63.39,,,,,,,
994,10/19/21 01:33:42 AM,31404.9,62.69,,,,,,,
995,10/19/21 02:03:42 AM,30907.4,62.20,,,,,,,
996,10/19/21 02:33:42 AM,30671.4,61.84,,,,,,,
997,10/19/21 03:03:42 AM,30347.3,61.34,,,,,,,
998,10/19/21 03:33:42 AM,29789.0,60.75,,,,,,,
999,10/19/21 04:03:42 AM,29484.5,60.51,,,,,,,
1000,10/19/21 04:33:42 AM,29351.4,60.12,,,,,,,
1001,10/19/21 05:03:42 AM,29353.7,60.24,,,,,,,
1002,10/19/21 05:33:42 AM,29754.9,60.66,,,,,,,
1003,10/19/21 06:03:42 AM,30100.3,61.25,,,,,,,
1004,10/19/21 06:33:42 AM,30428.9,61.75,,,,,,,
1005,10/19/21 07:03:42 AM,30718.3,62.42,,,,,,,
1006,10/19/21 07:33:42 AM,30560.0,61.72,,,,,,,
1007,10/19/21 08:03:42 AM,30744.4,61.92,,,,,,,
1008,10/19/21 08:33:42 AM,31520.2,62.69,,,,,,,
1009,10/19/21 09:03:42 AM,30899.5,61.50,,,,,,,
1010,10/19/21 09:33:42 AM,30203.1,60.57,,,,,,,
1011,10/19/21 10:03:42 AM,30614.3,61.11,,,,,,,
1012,10/19/21 10:33:42 AM,30352.4,60.71,,,,,,,
1013,10/19/21 11:03:42 AM,30276.3,60.84,,,,,,,
1014,10/19/21 11:33:42 AM,30418.7,61.09,,,,,,,
1015,10/19/21 12:03:42 PM,30238.4,61.14,,,,,,,
1016,10/19/21 12:33:42 PM,30223.3,61.34,,,,,,,
1017,10/19/21 01:03:42 PM,30015.6,61.48,,,,,,,
1018,10/19/21 01:33:42 PM,31176.9,62.85,,,,,,,
1019,10/19/21 02:03:42 PM,30306.7,62.17,,,,,,,
1020,10/19/21 02:33:42 PM,31561.6,63.37,,,,,,,
1021,10/19/21 03:03:42 PM,32289.2,64.09,,,,,,,
1022,10/19/21 03:33:42 PM,32517.0,64.29,,,,,,,
1023,10/19/21 04:03:42 PM,32614.4,64.54,,,,,,,
1024,10/19/21 04:33:42 PM,32420.2,64.33,,,,,,,
1025,10/19/21 05:03:42 PM,32656.0,64.51,,,,,,,
1026,10/19/21 05:33:42 PM,32691.6,64.71,,,,,,,
1027,10/19/21 06:03:42 PM,32691.6,64.72,,,,,,,
1028,10/19/21 06:33:42 PM,33397.4,64.99,,,,,,,
1029,10/19/21 07:03:42 PM,33350.8,64.90,,,,,,,
1030,10/19/21 07:33:42 PM,33456.6,64.96,,,,,,,
1031,10/19/21 08:03:42 PM,33465.9,64.85,,,,,,,
1032,10/19/21 08:33:42 PM,33453.4,64.87,,,,,,,
1033,10/19/21 09:03:42 PM,33705.0,65.12,,,,,,,
1034,10/19/21 09:33:42 PM,33883.4,65.01,,,,,,,
1035,10/19/21 10:03:42 PM,33733.6,64.90,,,,,,,
1036,10/19/21 10:33:42 PM,33679.7,64.81,,,,,,,
1037,10/19/21 11:03:42 PM,33819.5,64.74,,,,,,,
1038,10/19/21 11:33:42 PM,34037.9,64.76,,,,,,,
1039,10/20/21 12:03:42 AM,34021.7,64.76,,,,,,,
1040,10/20/21 12:33:42 AM,33973.3,64.62,,,,,,,
1041,10/20/21 01:03:42 AM,34037.9,64.89,,,,,,,
1042,10/20/21 01:33:42 AM,33469.1,64.08,,,,,,,
1043,10/20/21 02:03:42 AM,33295.1,63.95,,,,,,,
1044,10/20/21 02:33:42 AM,32823.1,63.43,,,,,,,
1045,10/20/21 03:03:42 AM,32787.1,63.39,,,,,,,
1046,10/20/21 03:33:42 AM,32635.2,63.19,,,,,,,
1047,10/20/21 04:03:42 AM,32647.1,63.34,,,,,,,
1048,10/20/21 04:33:42 AM,32119.1,62.82,,,,,,,
1049,10/20/21 05:03:42 AM,32703.5,63.52,,,,,,,
1050,10/20/21 05:33:42 AM,32739.3,63.48,,,,,,,
1051,10/20/21 06:03:42 AM,32558.3,63.37,,,,,,,
1052,10/20/21 06:33:42 AM,32564.2,63.28,,,,,,,
1053,10/20/21 07:03:42 AM,32579.0,63.28,,,,,,,
1054,10/20/21 07:33:42 AM,32886.2,63.70,,,,,,,
1055,10/20/21 08:03:42 AM,33025.4,63.79,,,,,,,
1056,10/20/21 08:33:42 AM,32886.2,63.73,,,,,,,
1057,10/20/21 09:03:42 AM,32626.3,63.32,,,,,,,
1058,10/20/21 09:33:42 AM,32964.7,63.61,,,,,,,
1059,10/20/21 10:03:42 AM,33162.7,63.77,,,,,,,
1060,10/20/21 10:33:42 AM,33366.3,63.90,,,,,,,
1061,10/20/21 11:03:42 AM,33193.4,63.82,,,,,,,
1062,10/20/21 11:33:42 AM,33332.2,63.97,,,,,,,
1063,10/20/21 12:03:42 PM,33224.2,64.15,,,,,,,
1064,10/20/21 12:33:42 PM,33214.9,64.44,,,,,,,
1065,10/20/21 01:03:42 PM,33184.2,64.78,,,,,,,
1066,10/20/21 01:33:42 PM,33043.6,65.12,,,,,,,
1067,10/20/21 02:03:42 PM,33168.9,65.08,,,,,,,
1068,10/20/21 02:33:42 PM,33113.8,65.12,,,,,,,
1069,10/20/21 03:03:42 PM,33236.5,65.10,,,,,,,
1070,10/20/21 03:33:42 PM,33221.1,65.10,,,,,,,
1071,10/20/21 04:03:42 PM,32549.4,64.96,,,,,,,
1072,10/20/21 04:33:42 PM,33319.8,64.90,,,,,,,
1073,10/20/21 05:03:42 PM,33141.3,64.87,,,,,,,
1074,10/20/21 05:33:42 PM,33292.0,64.81,,,,,,,
1075,10/20/21 06:03:42 PM,33211.9,64.85,,,,,,,
1076,10/20/21 06:33:42 PM,33258.0,64.81,,,,,,,
1077,10/20/21 07:03:42 PM,33141.3,64.96,,,,,,,
1078,10/20/21 07:33:42 PM,33292.0,64.85,,,,,,,
1079,10/20/21 08:03:42 PM,33419.2,64.83,,,,,,,
1080,10/20/21 08:33:42 PM,33512.8,64.83,,,,,,,
1081,10/20/21 09:03:42 PM,33500.3,64.83,,,,,,,
1082,10/20/21 09:33:42 PM,33481.6,64.83,,,,,,,
1083,10/20/21 10:03:42 PM,33541.1,64.78,,,,,,,
1084,10/20/21 10:33:42 PM,33622.8,64.74,,,,,,,
1085,10/20/21 11:03:42 PM,33610.2,64.71,,,,,,,
1086,10/20/21 11:33:42 PM,33519.1,64.69,,,,,,,
1087,10/21/21 12:03:42 AM,33724.0,64.74,,,,,,,
1088,10/21/21 12:33:42 AM,33835.4,64.72,,,,,,,
1089,10/21/21 01:03:42 AM,33778.1,64.74,,,,,,,
1090,10/21/21 01:33:42 AM,33607.1,64.67,,,,,,,
1091,10/21/21 02:03:42 AM,33553.6,64.62,,,,,,,
1092,10/21/21 02:33:42 AM,33531.6,64.63,,,,,,,
1093,10/21/21 03:03:42 AM,33239.5,64.51,,,,,,,
1094,10/21/21 03:33:42 AM,33138.2,64.40,,,,,,,
1095,10/21/21 04:03:42 AM,32992.0,64.24,,,,,,,
1096,10/21/21 04:33:42 AM,32949.6,64.24,,,,,,,
1097,10/21/21 05:03:42 AM,32718.4,64.02,,,,,,,
1098,10/21/21 05:33:42 AM,32841.1,64.09,,,,,,,
1099,10/21/21 06:03:42 AM,32724.4,64.04,,,,,,,
1100,10/21/21 06:33:42 AM,32691.6,64.00,,,,,,,
1101,10/21/21 07:03:42 AM,32970.8,64.35,,,,,,,
1102,10/21/21 07:33:42 AM,33171.9,64.44,,,,,,,
1103,10/21/21 08:03:42 AM,33211.9,64.47,,,,,,,
1104,10/21/21 08:33:42 AM,33214.9,64.49,,,,,,,
1105,10/21/21 09:03:42 AM,33135.2,64.47,,,,,,,
1106,10/21/21 09:33:42 AM,33360.1,64.56,,,,,,,
1107,10/21/21 10:03:42 AM,33578.7,64.69,,,,,,,
1108,10/21/21 10:33:42 AM,33803.5,64.81,,,,,,,
1109,10/21/21 11:03:42 AM,33755.8,64.96,,,,,,,
1110,10/21/21 11:33:42 AM,33909.1,64.96,,,,,,,
1111,10/21/21 12:03:42 PM,33905.9,65.16,,,,,,,
1112,10/21/21 12:33:42 PM,34151.4,65.30,,,,,,,
1113,10/21/21 01:03:42 PM,34177.5,65.37,,,,,,,
1114,10/21/21 01:33:42 PM,34239.5,65.55,,,,,,,
1115,10/21/21 02:03:42 PM,34493.3,65.77,,,,,,,
1116,10/21/21 02:33:42 PM,34344.5,65.91,,,,,,,
1117,10/21/21 03:03:42 PM,34275.5,66.60,,,,,,,
1118,10/21/21 03:33:42 PM,34292.0,66.65,,,,,,,
1119,10/21/21 04:03:42 PM,34275.5,66.76,,,,,,,
1120,10/21/21 04:33:42 PM,34054.1,66.72,,,,,,,
1121,10/21/21 05:03:42 PM,34112.4,66.58,,,,,,,
1122,10/21/21 05:33:42 PM,33886.6,66.33,,,,,,,
1123,10/21/21 06:03:42 PM,34164.4,66.25,,,,,,,
1124,10/21/21 06:33:42 PM,33698.7,65.95,,,,,,,
1125,10/21/21 07:03:42 PM,33787.6,66.07,,,,,,,
1126,10/21/21 07:33:42 PM,33597.6,65.91,,,,,,,
1127,10/21/21 08:03:42 PM,33638.6,65.97,,,,,,,
1128,10/21/21 08:33:42 PM,33644.9,65.86,,,,,,,
1129,10/21/21 09:03:42 PM,33880.2,66.06,,,,,,,
1130,10/21/21 09:33:42 PM,34037.9,65.98,,,,,,,
1131,10/21/21 10:03:42 PM,34044.3,65.95,,,,,,,
1132,10/21/21 10:33:42 PM,34128.6,65.91,,,,,,,
1133,10/21/21 11:03:42 PM,34076.7,65.86,,,,,,,
1134,10/21/21 11:33:42 PM,34328.1,65.95,,,,,,,
1135,10/22/21 12:03:42 AM,34288.7,65.89,,,,,,,
1136,10/22/21 12:33:42 AM,34285.4,65.95,,,,,,,
1137,10/22/21 01:03:42 AM,34420.4,65.95,,,,,,,
1138,10/22/21 01:33:42 AM,34443.6,65.89,,,,,,,
1139,10/22/21 02:03:42 AM,34397.3,65.84,,,,,,,
1140,10/22/21 02:33:42 AM,34275.5,65.66,,,,,,,
1141,10/22/21 03:03:42 AM,34018.5,65.50,,,,,,,
1142,10/22/21 03:33:42 AM,33845.0,65.43,,,,,,,
1143,10/22/21 04:03:42 AM,33603.9,65.35,,,,,,,
1144,10/22/21 04:33:42 AM,33419.2,65.32,,,,,,,
1145,10/22/21 05:03:42 AM,33425.4,65.30,,,,,,,
1146,10/22/21 05:33:42 AM,33447.2,65.32,,,,,,,
1147,10/22/21 06:03:42 AM,33626.0,65.37,,,,,,,
1148,10/22/21 06:33:42 AM,33566.2,65.39,,,,,,,
1149,10/22/21 07:03:42 AM,33638.6,65.41,,,,,,,
1150,10/22/21 07:33:42 AM,33698.7,65.41,,,,,,,
1151,10/22/21 08:03:42 AM,33752.6,65.50,,,,,,,
1152,10/22/21 08:33:42 AM,33896.2,65.53,,,,,,,
1153,10/22/21 09:03:42 AM,33896.2,65.55,,,,,,,
1154,10/22/21 09:33:42 AM,33992.7,65.64,,,,,,,
1155,10/22/21 10:03:42 AM,33963.7,65.66,,,,,,,
1156,10/22/21 10:33:42 AM,34008.8,65.64,,,,,,,
1157,10/22/21 11:03:42 AM,34063.8,65.66,,,,,,,
1158,10/22/21 11:33:42 AM,34109.2,65.71,,,,,,,
1159,10/22/21 12:03:42 PM,34210.1,65.86,,,,,,,
1160,10/22/21 12:33:42 PM,34305.1,65.89,,,,,,,
1161,10/22/21 01:03:42 PM,34377.5,66.11,,,,,,,
1162,10/22/21 01:33:42 PM,34370.9,66.22,,,,,,,
1163,10/22/21 02:03:42 PM,34397.3,66.18,,,,,,,
1164,10/22/21 02:33:42 PM,34496.7,66.47,,,,,,,
1165,10/22/21 03:03:42 PM,34546.6,66.76,,,,,,,
1166,10/22/21 03:33:42 PM,34341.3,67.12,,,,,,,
1167,10/22/21 04:03:42 PM,34070.2,66.87,,,,,,,
1168,10/22/21 04:33:42 PM,33816.3,66.79,,,,,,,
1169,10/22/21 05:03:42 PM,33880.2,66.69,,,,,,,
1170,10/22/21 05:33:42 PM,34080.0,66.72,,,,,,,
1171,10/22/21 06:03:42 PM,33966.9,66.74,,,,,,,
1172,10/22/21 06:33:42 PM,33986.2,66.72,,,,,,,
1173,10/22/21 07:03:42 PM,33896.2,66.65,,,,,,,
1174,10/22/21 07:33:42 PM,33880.2,66.47,,,,,,,
1175,10/22/21 08:03:42 PM,33883.4,66.52,,,,,,,
1176,10/22/21 08:33:42 PM,33941.2,66.49,,,,,,,
1177,10/22/21 09:03:42 PM,34028.2,66.52,,,,,,,
1178,10/22/21 09:33:42 PM,33928.3,66.40,,,,,,,
1179,10/22/21 10:03:42 PM,34102.7,66.49,,,,,,,
1180,10/22/21 10:33:42 PM,34012.0,66.40,,,,,,,
1181,10/22/21 11:03:42 PM,33954.0,66.34,,,,,,,
1182,10/22/21 11:33:42 PM,34021.7,66.36,,,,,,,
1183,10/23/21 12:03:42 AM,34067.0,66.34,,,,,,,
1184,10/23/21 12:33:42 AM,33711.3,65.93,,,,,,,
1185,10/23/21 01:03:42 AM,33714.5,65.86,,,,,,,
1186,10/23/21 01:33:42 AM,33752.6,65.66,,,,,,,
1187,10/23/21 02:03:42 AM,33762.1,65.55,,,,,,,
1188,10/23/21 02:33:42 AM,33594.5,65.32,,,,,,,
1189,10/23/21 03:03:42 AM,32748.3,64.08,,,,,,,
1190,10/23/21 03:33:42 AM,32449.5,63.66,,,,,,,
1191,10/23/21 04:03:42 AM,32093.3,63.25,,,,,,,
1192,10/23/21 04:33:42 AM,31996.2,63.28,,,,,,,
1193,10/23/21 05:03:42 AM,31465.2,62.71,,,,,,,
1194,10/23/21 05:33:42 AM,31048.2,62.74,,,,,,,
1195,10/23/21 06:03:42 AM,31018.9,62.80,,,,,,,
1196,10/23/21 06:33:42 AM,30700.0,62.67,,,,,,,
1197,10/23/21 07:03:42 AM,31619.8,63.79,,,,,,,
1198,10/23/21 07:33:42 AM,31996.2,64.27,,,,,,,
1199,10/23/21 08:03:42 AM,31756.3,64.27,,,,,,,
1200,10/23/21 08:33:42 AM,32338.6,64.58,,,,,,,
1201,10/23/21 09:03:42 AM,31784.4,64.42,,,,,,,
1202,10/23/21 09:33:42 AM,32889.2,65.14,,,,,,,
1203,10/23/21 10:03:42 AM,32814.1,65.08,,,,,,,
1204,10/23/21 10:33:42 AM,32847.1,65.05,,,,,,,
1205,10/23/21 11:03:42 AM,32391.0,64.67,,,,,,,
1206,10/23/21 11:33:42 AM,32361.9,64.62,,,,,,,
1207,10/23/21 12:03:42 PM,32332.8,64.62,,,,,,,
1208,10/23/21 12:33:42 PM,32373.5,64.74,,,,,,,
1209,10/23/21 01:03:42 PM,32802.1,65.12,,,,,,,
1210,10/23/21 01:33:42 PM,32455.4,64.99,,,,,,,
1211,10/23/21 02:03:42 PM,32570.1,65.19,,,,,,,
1212,10/23/21 02:33:42 PM,32411.5,65.30,,,,,,,
1213,10/23/21 03:03:42 PM,32297.9,65.44,,,,,,,
1214,10/23/21 03:33:42 PM,31953.6,65.41,,,,,,,
1215,10/23/21 04:03:42 PM,32478.8,65.71,,,,,,,
1216,10/23/21 04:33:42 PM,32757.2,65.82,,,,,,,
1217,10/23/21 05:03:42 PM,32703.5,65.80,,,,,,,
1218,10/23/21 05:33:42 PM,32283.4,65.71,,,,,,,
1219,10/23/21 06:03:42 PM,32540.6,65.89,,,,,,,
1220,10/23/21 06:33:42 PM,32546.5,65.86,,,,,,,
1221,10/23/21 07:03:42 PM,32473.0,65.77,,,,,,,
1222,10/23/21 07:33:42 PM,32481.8,65.77,,,,,,,
1223,10/23/21 08:03:42 PM,32185.2,65.57,,,,,,,
1224,10/23/21 08:33:42 PM,32251.5,65.62,,,,,,,
1225,10/23/21 09:03:42 PM,32549.4,65.82,,,,,,,
1226,10/23/21 09:33:42 PM,32124.8,65.39,,,,,,,
1227,10/23/21 10:03:42 PM,31567.1,64.63,,,,,,,
1228,10/23/21 10:33:42 PM,31506.4,64.49,,,,,,,
1229,10/23/21 11:03:42 PM,31617.0,64.09,,,,,,,
1230,10/23/21 11:33:42 PM,31503.7,63.55,,,,,,,
1231,10/24/21 12:03:42 AM,31545.0,63.61,,,,,,,
1232,10/24/21 12:33:42 AM,31589.3,63.43,,,,,,,
1233,10/24/21 01:03:42 AM,31426.8,62.91,,,,,,,
1234,10/24/21 01:33:42 AM,31539.5,63.10,,,,,,,
1235,10/24/21 02:03:42 AM,31342.1,62.82,,,,,,,
